match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,0.1,Hampshire,Worcestershire,FS Middleton,JJ Weatherley,TG Sturgess,1,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,0.2,Hampshire,Worcestershire,JJ Weatherley,FS Middleton,TG Sturgess,2,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,0.3,Hampshire,Worcestershire,JJ Weatherley,FS Middleton,TG Sturgess,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,0.4,Hampshire,Worcestershire,JJ Weatherley,FS Middleton,TG Sturgess,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,0.5,Hampshire,Worcestershire,JJ Weatherley,FS Middleton,TG Sturgess,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,0.6,Hampshire,Worcestershire,JJ Weatherley,FS Middleton,TG Sturgess,1,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,1.1,Hampshire,Worcestershire,JJ Weatherley,FS Middleton,HM Khan,2,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,1.2,Hampshire,Worcestershire,JJ Weatherley,FS Middleton,HM Khan,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,1.3,Hampshire,Worcestershire,JJ Weatherley,FS Middleton,HM Khan,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,1.4,Hampshire,Worcestershire,JJ Weatherley,FS Middleton,HM Khan,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,1.5,Hampshire,Worcestershire,JJ Weatherley,FS Middleton,HM Khan,4,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,1.6,Hampshire,Worcestershire,JJ Weatherley,FS Middleton,HM Khan,1,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,2.1,Hampshire,Worcestershire,JJ Weatherley,FS Middleton,TG Sturgess,0,0,,,,,,caught,JJ Weatherley,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,2.2,Hampshire,Worcestershire,NRT Gubbins,FS Middleton,TG Sturgess,1,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,2.3,Hampshire,Worcestershire,FS Middleton,NRT Gubbins,TG Sturgess,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,2.4,Hampshire,Worcestershire,FS Middleton,NRT Gubbins,TG Sturgess,1,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,2.5,Hampshire,Worcestershire,NRT Gubbins,FS Middleton,TG Sturgess,4,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,2.6,Hampshire,Worcestershire,NRT Gubbins,FS Middleton,TG Sturgess,2,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,3.1,Hampshire,Worcestershire,FS Middleton,NRT Gubbins,HM Khan,2,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,3.2,Hampshire,Worcestershire,FS Middleton,NRT Gubbins,HM Khan,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,3.3,Hampshire,Worcestershire,FS Middleton,NRT Gubbins,HM Khan,4,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,3.4,Hampshire,Worcestershire,FS Middleton,NRT Gubbins,HM Khan,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,3.5,Hampshire,Worcestershire,FS Middleton,NRT Gubbins,HM Khan,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,3.6,Hampshire,Worcestershire,FS Middleton,NRT Gubbins,HM Khan,1,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,4.1,Hampshire,Worcestershire,FS Middleton,NRT Gubbins,TG Sturgess,1,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,4.2,Hampshire,Worcestershire,NRT Gubbins,FS Middleton,TG Sturgess,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,4.3,Hampshire,Worcestershire,NRT Gubbins,FS Middleton,TG Sturgess,1,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,4.4,Hampshire,Worcestershire,FS Middleton,NRT Gubbins,TG Sturgess,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,4.5,Hampshire,Worcestershire,FS Middleton,NRT Gubbins,TG Sturgess,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,4.6,Hampshire,Worcestershire,FS Middleton,NRT Gubbins,TG Sturgess,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,5.1,Hampshire,Worcestershire,NRT Gubbins,FS Middleton,HM Khan,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,5.2,Hampshire,Worcestershire,NRT Gubbins,FS Middleton,HM Khan,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,5.3,Hampshire,Worcestershire,NRT Gubbins,FS Middleton,HM Khan,0,0,,,,,,,,,
1415139,2024,2024-08-11,"County Ground, New Road, Worcester",1,5.4,Hampshire,Worcestershire,NRT Gubbins,FS Middleton,HM Khan,1,0,,,,,,,,,
