match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1415131,2024,2024-08-09,"County Ground, Derby",1,0.1,Derbyshire,Kent,HRC Came,LM Reece,G Stewart,1,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,0.2,Derbyshire,Kent,LM Reece,HRC Came,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,0.3,Derbyshire,Kent,LM Reece,HRC Came,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,0.4,Derbyshire,Kent,LM Reece,HRC Came,G Stewart,2,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,0.5,Derbyshire,Kent,LM Reece,HRC Came,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,0.6,Derbyshire,Kent,LM Reece,HRC Came,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,1.1,Derbyshire,Kent,HRC Came,LM Reece,GA Garrett,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,1.2,Derbyshire,Kent,HRC Came,LM Reece,GA Garrett,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,1.3,Derbyshire,Kent,HRC Came,LM Reece,GA Garrett,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,1.4,Derbyshire,Kent,HRC Came,LM Reece,GA Garrett,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,1.5,Derbyshire,Kent,HRC Came,LM Reece,GA Garrett,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,1.6,Derbyshire,Kent,HRC Came,LM Reece,GA Garrett,0,0,,,,,,caught,HRC Came,,
1415131,2024,2024-08-09,"County Ground, Derby",1,2.1,Derbyshire,Kent,LM Reece,BD Guest,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,2.2,Derbyshire,Kent,LM Reece,BD Guest,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,2.3,Derbyshire,Kent,LM Reece,BD Guest,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,2.4,Derbyshire,Kent,LM Reece,BD Guest,G Stewart,1,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,2.5,Derbyshire,Kent,BD Guest,LM Reece,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,2.6,Derbyshire,Kent,BD Guest,LM Reece,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,3.1,Derbyshire,Kent,LM Reece,BD Guest,GA Garrett,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,3.2,Derbyshire,Kent,LM Reece,BD Guest,GA Garrett,0,1,1,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,3.3,Derbyshire,Kent,LM Reece,BD Guest,GA Garrett,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,3.4,Derbyshire,Kent,LM Reece,BD Guest,GA Garrett,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,3.5,Derbyshire,Kent,LM Reece,BD Guest,GA Garrett,0,1,,,,1,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,3.6,Derbyshire,Kent,BD Guest,LM Reece,GA Garrett,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,3.7,Derbyshire,Kent,BD Guest,LM Reece,GA Garrett,0,2,,2,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,3.8,Derbyshire,Kent,BD Guest,LM Reece,GA Garrett,4,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,4.1,Derbyshire,Kent,LM Reece,BD Guest,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,4.2,Derbyshire,Kent,LM Reece,BD Guest,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,4.3,Derbyshire,Kent,LM Reece,BD Guest,G Stewart,3,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,4.4,Derbyshire,Kent,BD Guest,LM Reece,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,4.5,Derbyshire,Kent,BD Guest,LM Reece,G Stewart,2,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,4.6,Derbyshire,Kent,BD Guest,LM Reece,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,5.1,Derbyshire,Kent,LM Reece,BD Guest,GA Garrett,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,5.2,Derbyshire,Kent,LM Reece,BD Guest,GA Garrett,1,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,5.3,Derbyshire,Kent,BD Guest,LM Reece,GA Garrett,2,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,5.4,Derbyshire,Kent,BD Guest,LM Reece,GA Garrett,1,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,5.5,Derbyshire,Kent,LM Reece,BD Guest,GA Garrett,4,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,5.6,Derbyshire,Kent,LM Reece,BD Guest,GA Garrett,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,6.1,Derbyshire,Kent,BD Guest,LM Reece,G Stewart,1,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,6.2,Derbyshire,Kent,LM Reece,BD Guest,G Stewart,0,0,,,,,,,,,
1415131,2024,2024-08-09,"County Ground, Derby",1,6.3,Derbyshire,Kent,LM Reece,BD Guest,G Stewart,0,0,,,,,,,,,
