match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,0.1,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,0.2,Hampshire,Middlesex,NRT Gubbins,FS Middleton,ER Bamber,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,0.3,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,4,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,0.4,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,0.5,Hampshire,Middlesex,NRT Gubbins,FS Middleton,ER Bamber,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,0.6,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,1.1,Hampshire,Middlesex,FS Middleton,NRT Gubbins,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,1.2,Hampshire,Middlesex,FS Middleton,NRT Gubbins,TS Roland-Jones,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,1.3,Hampshire,Middlesex,NRT Gubbins,FS Middleton,TS Roland-Jones,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,1.4,Hampshire,Middlesex,FS Middleton,NRT Gubbins,TS Roland-Jones,3,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,1.5,Hampshire,Middlesex,NRT Gubbins,FS Middleton,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,1.6,Hampshire,Middlesex,NRT Gubbins,FS Middleton,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,2.1,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,2.2,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,2.3,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,2.4,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,2.5,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,2.6,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,3.1,Hampshire,Middlesex,NRT Gubbins,FS Middleton,TS Roland-Jones,2,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,3.2,Hampshire,Middlesex,NRT Gubbins,FS Middleton,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,3.3,Hampshire,Middlesex,NRT Gubbins,FS Middleton,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,3.4,Hampshire,Middlesex,NRT Gubbins,FS Middleton,TS Roland-Jones,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,3.5,Hampshire,Middlesex,FS Middleton,NRT Gubbins,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,3.6,Hampshire,Middlesex,FS Middleton,NRT Gubbins,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,4.1,Hampshire,Middlesex,NRT Gubbins,FS Middleton,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,4.2,Hampshire,Middlesex,NRT Gubbins,FS Middleton,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,4.3,Hampshire,Middlesex,NRT Gubbins,FS Middleton,ER Bamber,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,4.4,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,4.5,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,4.6,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,5.1,Hampshire,Middlesex,NRT Gubbins,FS Middleton,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,5.2,Hampshire,Middlesex,NRT Gubbins,FS Middleton,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,5.3,Hampshire,Middlesex,NRT Gubbins,FS Middleton,TS Roland-Jones,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,5.4,Hampshire,Middlesex,FS Middleton,NRT Gubbins,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,5.5,Hampshire,Middlesex,FS Middleton,NRT Gubbins,TS Roland-Jones,2,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,5.6,Hampshire,Middlesex,FS Middleton,NRT Gubbins,TS Roland-Jones,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,6.1,Hampshire,Middlesex,FS Middleton,NRT Gubbins,ER Bamber,0,0,,,,,,caught,FS Middleton,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,6.2,Hampshire,Middlesex,TJ Prest,NRT Gubbins,ER Bamber,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,6.3,Hampshire,Middlesex,NRT Gubbins,TJ Prest,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,6.4,Hampshire,Middlesex,NRT Gubbins,TJ Prest,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,6.5,Hampshire,Middlesex,NRT Gubbins,TJ Prest,ER Bamber,2,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,6.6,Hampshire,Middlesex,NRT Gubbins,TJ Prest,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,7.1,Hampshire,Middlesex,TJ Prest,NRT Gubbins,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,7.2,Hampshire,Middlesex,TJ Prest,NRT Gubbins,TS Roland-Jones,0,1,,,,1,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,7.3,Hampshire,Middlesex,NRT Gubbins,TJ Prest,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,7.4,Hampshire,Middlesex,NRT Gubbins,TJ Prest,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,7.5,Hampshire,Middlesex,NRT Gubbins,TJ Prest,TS Roland-Jones,4,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,7.6,Hampshire,Middlesex,NRT Gubbins,TJ Prest,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,8.1,Hampshire,Middlesex,TJ Prest,NRT Gubbins,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,8.2,Hampshire,Middlesex,TJ Prest,NRT Gubbins,ER Bamber,6,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,8.3,Hampshire,Middlesex,TJ Prest,NRT Gubbins,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,8.4,Hampshire,Middlesex,TJ Prest,NRT Gubbins,ER Bamber,3,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,8.5,Hampshire,Middlesex,NRT Gubbins,TJ Prest,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,8.6,Hampshire,Middlesex,NRT Gubbins,TJ Prest,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,9.1,Hampshire,Middlesex,TJ Prest,NRT Gubbins,HJH Brookes,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,9.2,Hampshire,Middlesex,TJ Prest,NRT Gubbins,HJH Brookes,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,9.3,Hampshire,Middlesex,NRT Gubbins,TJ Prest,HJH Brookes,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,9.4,Hampshire,Middlesex,TJ Prest,NRT Gubbins,HJH Brookes,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,9.5,Hampshire,Middlesex,TJ Prest,NRT Gubbins,HJH Brookes,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,9.6,Hampshire,Middlesex,NRT Gubbins,TJ Prest,HJH Brookes,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,10.1,Hampshire,Middlesex,TJ Prest,NRT Gubbins,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,10.2,Hampshire,Middlesex,TJ Prest,NRT Gubbins,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,10.3,Hampshire,Middlesex,TJ Prest,NRT Gubbins,ER Bamber,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,10.4,Hampshire,Middlesex,NRT Gubbins,TJ Prest,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,10.5,Hampshire,Middlesex,NRT Gubbins,TJ Prest,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,10.6,Hampshire,Middlesex,NRT Gubbins,TJ Prest,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,11.1,Hampshire,Middlesex,TJ Prest,NRT Gubbins,HJH Brookes,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,11.2,Hampshire,Middlesex,NRT Gubbins,TJ Prest,HJH Brookes,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,11.3,Hampshire,Middlesex,NRT Gubbins,TJ Prest,HJH Brookes,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,11.4,Hampshire,Middlesex,NRT Gubbins,TJ Prest,HJH Brookes,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,11.5,Hampshire,Middlesex,NRT Gubbins,TJ Prest,HJH Brookes,0,0,,,,,,caught,NRT Gubbins,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,11.6,Hampshire,Middlesex,BC Brown,TJ Prest,HJH Brookes,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,12.1,Hampshire,Middlesex,TJ Prest,BC Brown,ER Bamber,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,12.2,Hampshire,Middlesex,BC Brown,TJ Prest,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,12.3,Hampshire,Middlesex,BC Brown,TJ Prest,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,12.4,Hampshire,Middlesex,BC Brown,TJ Prest,ER Bamber,0,5,5,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,12.5,Hampshire,Middlesex,BC Brown,TJ Prest,ER Bamber,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,12.6,Hampshire,Middlesex,TJ Prest,BC Brown,ER Bamber,0,1,,,1,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,12.7,Hampshire,Middlesex,BC Brown,TJ Prest,ER Bamber,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,13.1,Hampshire,Middlesex,TJ Prest,BC Brown,HJH Brookes,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,13.2,Hampshire,Middlesex,TJ Prest,BC Brown,HJH Brookes,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,13.3,Hampshire,Middlesex,BC Brown,TJ Prest,HJH Brookes,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,13.4,Hampshire,Middlesex,BC Brown,TJ Prest,HJH Brookes,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,13.5,Hampshire,Middlesex,TJ Prest,BC Brown,HJH Brookes,2,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,13.6,Hampshire,Middlesex,TJ Prest,BC Brown,HJH Brookes,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,14.1,Hampshire,Middlesex,TJ Prest,BC Brown,TS Roland-Jones,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,14.2,Hampshire,Middlesex,BC Brown,TJ Prest,TS Roland-Jones,0,1,1,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,14.3,Hampshire,Middlesex,BC Brown,TJ Prest,TS Roland-Jones,1,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,14.4,Hampshire,Middlesex,TJ Prest,BC Brown,TS Roland-Jones,4,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,14.5,Hampshire,Middlesex,TJ Prest,BC Brown,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,14.6,Hampshire,Middlesex,TJ Prest,BC Brown,TS Roland-Jones,0,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,14.7,Hampshire,Middlesex,TJ Prest,BC Brown,TS Roland-Jones,2,0,,,,,,,,,
1415147,2024,2024-08-14,"Merchant Taylors' School Ground, Northwood",1,15.1,Hampshire,Middlesex,BC Brown,TJ Prest,HJH Brookes,1,0,,,,,,,,,
